material,formula,type,chi_value_cgs,provenance
Landolt_Dia_Comp_5039,LD5039,molar,-44.75241311703934,measured
Landolt_Dia_Comp_1915,LD1915,molar,-82.64394613588591,measured
Landolt_Para_Comp_176,LP176,molar,123.23209933609674,measured
Landolt_Para_Comp_5312,LP5312,molar,119.12103183094278,measured
Landolt_Para_Comp_871,LP871,molar,46.00882195429316,measured
Landolt_Dia_Comp_1762,LD1762,molar,-38.85877495857506,measured
Landolt_Dia_Comp_2458,LD2458,molar,-53.97382988186492,measured
Landolt_Dia_Comp_2041,LD2041,molar,-52.5547775625237,measured
Landolt_Dia_Comp_2138,LD2138,molar,-51.02289892108588,measured
Landolt_Dia_Comp_3703,LD3703,molar,-36.33136139494569,measured
Landolt_Dia_Comp_176,LD176,molar,-45.670538999499016,measured
Landolt_Dia_Comp_4275,LD4275,molar,-17.862393794521473,measured
Landolt_Dia_Comp_2612,LD2612,molar,-91.95509918979809,measured
Landolt_Dia_Comp_4455,LD4455,molar,-80.99792681816498,measured
Landolt_Dia_Comp_2703,LD2703,molar,-60.91715747642694,measured
Landolt_Dia_Comp_1970,LD1970,molar,-65.37165758527827,measured
Landolt_Dia_Comp_3820,LD3820,molar,-29.030717479527304,measured
Landolt_Dia_Comp_907,LD907,molar,-15.738375672087088,measured
Landolt_Para_Comp_4789,LP4789,molar,70.7352219685335,measured
Landolt_Para_Comp_3338,LP3338,molar,18.43382920333525,measured
Landolt_Para_Comp_1303,LP1303,molar,353.26656570210673,measured
Landolt_Para_Comp_415,LP415,molar,11.027049361864597,measured
Landolt_Dia_Comp_408,LD408,molar,-41.33548564219652,measured
Landolt_Para_Comp_2427,LP2427,molar,521.8265952360603,measured
Landolt_Dia_Comp_574,LD574,molar,-31.15776979005874,measured
Landolt_Dia_Comp_1067,LD1067,molar,-28.74151730322099,measured
Landolt_Para_Comp_1609,LP1609,molar,16.911984633110126,measured
Landolt_Para_Comp_4541,LP4541,molar,80.95551457310508,measured
Landolt_Para_Comp_2086,LP2086,molar,80.82876474168742,measured
Landolt_Dia_Comp_5627,LD5627,molar,-56.22687239551745,measured
Landolt_Para_Comp_4943,LP4943,molar,25.900228650510282,measured
Landolt_Dia_Comp_3991,LD3991,molar,-66.37077227458421,measured
Landolt_Para_Comp_5618,LP5618,molar,333.54644485858154,measured
Landolt_Dia_Comp_2528,LD2528,molar,-70.36379812555417,measured
Landolt_Dia_Comp_3614,LD3614,molar,-30.411716426327324,measured
Landolt_Para_Comp_2794,LP2794,molar,437.64586534726106,measured
Landolt_Para_Comp_3014,LP3014,molar,19.15967121564003,measured
Landolt_Para_Comp_4686,LP4686,molar,94.59414745269709,measured
Landolt_Dia_Comp_3946,LD3946,molar,-1.0,measured
Landolt_Dia_Comp_2656,LD2656,molar,-40.07328910676641,measured
Landolt_Para_Comp_474,LP474,molar,112.53788811106176,measured
Landolt_Para_Comp_323,LP323,molar,42.18722189672379,measured
Landolt_Para_Comp_2365,LP2365,molar,32.68912573166011,measured
Landolt_Para_Comp_1649,LP1649,molar,222.49402011488496,measured
Landolt_Dia_Comp_5404,LD5404,molar,-46.141444993842164,measured
Landolt_Para_Comp_1189,LP1189,molar,37.03916886015803,measured
Landolt_Para_Comp_5873,LP5873,molar,194.55300513101818,measured
Landolt_Dia_Comp_1158,LD1158,molar,-48.867111242704254,measured
Landolt_Dia_Comp_387,LD387,molar,-41.6486033272439,measured
Landolt_Dia_Comp_4393,LD4393,molar,-51.492638351978535,measured
Landolt_Para_Comp_5288,LP5288,molar,202.37274070365544,measured
Landolt_Para_Comp_2615,LP2615,molar,296.75032992078116,measured
Landolt_Dia_Comp_1552,LD1552,molar,-67.67802787107428,measured
Landolt_Dia_Comp_5681,LD5681,molar,-81.04147501183152,measured
Landolt_Dia_Comp_5719,LD5719,molar,-16.430951103072687,measured
Landolt_Para_Comp_5809,LP5809,molar,174.44901056228528,measured
Landolt_Dia_Comp_1948,LD1948,molar,-51.03860517007226,measured
Landolt_Dia_Comp_5909,LD5909,molar,-82.18684311162643,measured
Landolt_Para_Comp_5521,LP5521,molar,129.54024250075656,measured
Landolt_Dia_Comp_3869,LD3869,molar,-45.22065820222049,measured
Landolt_Para_Comp_5819,LP5819,molar,143.9521943380355,measured
Landolt_Para_Comp_2487,LP2487,molar,61.354387299900424,measured
Landolt_Dia_Comp_3305,LD3305,molar,-52.17376920156959,measured
Landolt_Dia_Comp_87,LD87,molar,-37.07080600221651,measured
Landolt_Dia_Comp_5615,LD5615,molar,-4.84025236040317,measured
Landolt_Para_Comp_2508,LP2508,molar,155.30305874637952,measured
Landolt_Para_Comp_985,LP985,molar,87.33644598069453,measured
Landolt_Para_Comp_782,LP782,molar,75.99703376179365,measured
Landolt_Dia_Comp_3723,LD3723,molar,-56.63976008972875,measured
Landolt_Dia_Comp_5357,LD5357,molar,-48.06169460556276,measured
Landolt_Para_Comp_4944,LP4944,molar,121.29513406655771,measured
Landolt_Dia_Comp_4047,LD4047,molar,-40.386761505410504,measured
Landolt_Para_Comp_1692,LP1692,molar,40.498874654143414,measured
Landolt_Dia_Comp_4389,LD4389,molar,-26.929602615183633,measured
Landolt_Dia_Comp_5056,LD5056,molar,-46.70342895560193,measured
Landolt_Dia_Comp_3052,LD3052,molar,-24.741308040604665,measured
Landolt_Para_Comp_2326,LP2326,molar,315.965964941114,measured
Landolt_Para_Comp_1844,LP1844,molar,13.589668158688303,measured
Landolt_Dia_Comp_843,LD843,molar,-54.364342435798235,measured
Landolt_Para_Comp_4530,LP4530,molar,111.56990736377223,measured
Landolt_Para_Comp_2689,LP2689,molar,591.4605665752362,measured
Landolt_Dia_Comp_4751,LD4751,molar,-39.58281913228296,measured
Landolt_Dia_Comp_1551,LD1551,molar,-84.36806659409967,measured
Landolt_Dia_Comp_5166,LD5166,molar,-64.7913521952396,measured
Landolt_Dia_Comp_4583,LD4583,molar,-54.44646080500593,measured
Landolt_Para_Comp_905,LP905,molar,168.7472352441053,measured
Landolt_Dia_Comp_5339,LD5339,molar,-61.69226681943698,measured
Landolt_Para_Comp_2485,LP2485,molar,38.003466098672185,measured
Landolt_Para_Comp_4020,LP4020,molar,28.631221954255686,measured
Landolt_Dia_Comp_3421,LD3421,molar,-48.755480714460674,measured
Landolt_Para_Comp_5143,LP5143,molar,330.6923733632368,measured
Landolt_Para_Comp_3619,LP3619,molar,93.72029002650197,measured
Landolt_Para_Comp_5729,LP5729,molar,45.773888388171194,measured
Landolt_Dia_Comp_10,LD10,molar,-29.435365573303265,measured
Landolt_Para_Comp_1677,LP1677,molar,214.3868526546137,measured
Landolt_Para_Comp_4592,LP4592,molar,58.73992225390852,measured
Landolt_Para_Comp_2443,LP2443,molar,84.16209605204587,measured
Landolt_Para_Comp_1506,LP1506,molar,1048.502777071028,measured
Landolt_Para_Comp_523,LP523,molar,41.143365520080664,measured
Landolt_Dia_Comp_239,LD239,molar,-25.41394110049426,measured
Landolt_Para_Comp_5822,LP5822,molar,190.02771178133526,measured
Landolt_Para_Comp_1201,LP1201,molar,54.670540397224116,measured
Landolt_Dia_Comp_5237,LD5237,molar,-51.93705745637227,measured
Landolt_Dia_Comp_5461,LD5461,molar,-55.190725384010356,measured
Landolt_Para_Comp_991,LP991,molar,25.630960589708675,measured
Landolt_Para_Comp_5109,LP5109,molar,44.654109359813646,measured
Landolt_Dia_Comp_2998,LD2998,molar,-29.35717386880627,measured
Landolt_Para_Comp_3452,LP3452,molar,80.49678070751818,measured
Landolt_Para_Comp_3501,LP3501,molar,40.896074144144116,measured
Landolt_Para_Comp_445,LP445,molar,18.768262345067953,measured
Landolt_Dia_Comp_2106,LD2106,molar,-34.97176920098997,measured
Landolt_Dia_Comp_2676,LD2676,molar,-54.09333902380659,measured
Landolt_Para_Comp_2692,LP2692,molar,221.42698132929473,measured
Landolt_Para_Comp_3409,LP3409,molar,98.39257031444028,measured
Landolt_Dia_Comp_4983,LD4983,molar,-67.66701222033541,measured
Landolt_Para_Comp_4682,LP4682,molar,80.21749624617101,measured
Landolt_Dia_Comp_2183,LD2183,molar,-51.61321291110252,measured
Landolt_Para_Comp_3470,LP3470,molar,126.58951873086606,measured
Landolt_Para_Comp_4516,LP4516,molar,14.499989470074581,measured
Landolt_Para_Comp_4705,LP4705,molar,258.81982659000005,measured
Landolt_Para_Comp_124,LP124,molar,107.90332829307812,measured
Landolt_Dia_Comp_4716,LD4716,molar,-39.0942090285883,measured
Landolt_Dia_Comp_1146,LD1146,molar,-25.114884730054918,measured
Landolt_Para_Comp_5743,LP5743,molar,75.15168411455723,measured
Landolt_Para_Comp_520,LP520,molar,156.49767207296443,measured
Landolt_Para_Comp_1191,LP1191,molar,44.891705240572854,measured
Landolt_Para_Comp_2696,LP2696,molar,332.7353336835378,measured
Landolt_Dia_Comp_2868,LD2868,molar,-63.21120487117502,measured
Landolt_Dia_Comp_511,LD511,molar,-52.05738326105172,measured
Landolt_Para_Comp_3242,LP3242,molar,10.806368898191467,measured
Landolt_Dia_Comp_5082,LD5082,molar,-45.59990721053087,measured
Landolt_Dia_Comp_5276,LD5276,molar,-32.49604923514986,measured
Landolt_Dia_Comp_4999,LD4999,molar,-37.47553639428484,measured
Landolt_Para_Comp_3967,LP3967,molar,32.992928251732025,measured
Landolt_Para_Comp_2782,LP2782,molar,110.56036371418942,measured
Landolt_Para_Comp_546,LP546,molar,393.3951953357662,measured
Landolt_Dia_Comp_3911,LD3911,molar,-37.24451262245933,measured
Landolt_Dia_Comp_4558,LD4558,molar,-61.38731325143229,measured
Landolt_Para_Comp_5028,LP5028,molar,132.1438002571718,measured
Landolt_Dia_Comp_5008,LD5008,molar,-56.30197978400975,measured
Landolt_Dia_Comp_619,LD619,molar,-64.74566433684723,measured
Landolt_Dia_Comp_2934,LD2934,molar,-55.888781274004,measured
Landolt_Dia_Comp_2085,LD2085,molar,-100.05167139972025,measured
Landolt_Para_Comp_5875,LP5875,molar,125.89196786373894,measured
Landolt_Para_Comp_4524,LP4524,molar,126.52321013473741,measured
Landolt_Para_Comp_2712,LP2712,molar,155.87849320520579,measured
Landolt_Dia_Comp_2296,LD2296,molar,-87.38829028746207,measured
Landolt_Para_Comp_5611,LP5611,molar,230.07213007568447,measured
Landolt_Dia_Comp_5967,LD5967,molar,-74.56498433055322,measured
Landolt_Para_Comp_3860,LP3860,molar,253.57928399299928,measured
Landolt_Dia_Comp_2126,LD2126,molar,-33.6462120699072,measured
Landolt_Dia_Comp_3538,LD3538,molar,-35.06493100207498,measured
Landolt_Dia_Comp_4786,LD4786,molar,-55.99085384108823,measured
Landolt_Para_Comp_5557,LP5557,molar,14.706029849777092,measured
Landolt_Dia_Comp_5204,LD5204,molar,-48.00737452385432,measured
Landolt_Dia_Comp_28,LD28,molar,-75.70607770520913,measured
Landolt_Dia_Comp_149,LD149,molar,-24.10611409263226,measured
Landolt_Para_Comp_5468,LP5468,molar,124.85911112072677,measured
Landolt_Dia_Comp_3473,LD3473,molar,-77.44785912668382,measured
Landolt_Dia_Comp_5097,LD5097,molar,-85.4696224609061,measured
Landolt_Dia_Comp_5024,LD5024,molar,-27.62620681335399,measured
Landolt_Dia_Comp_1017,LD1017,molar,-10.579490604671626,measured
Landolt_Dia_Comp_5956,LD5956,molar,-30.957267120356033,measured
Landolt_Para_Comp_5643,LP5643,molar,100.53910191927554,measured
Landolt_Dia_Comp_5998,LD5998,molar,-20.960138300205408,measured
Landolt_Dia_Comp_5380,LD5380,molar,-48.061763510387735,measured
Landolt_Dia_Comp_5222,LD5222,molar,-30.39704010083998,measured
Landolt_Para_Comp_563,LP563,molar,47.00565380355521,measured
Landolt_Dia_Comp_543,LD543,molar,-63.62618614765317,measured
Landolt_Dia_Comp_2416,LD2416,molar,-40.553109996119574,measured
Landolt_Para_Comp_1496,LP1496,molar,83.21547456707806,measured
Landolt_Para_Comp_4013,LP4013,molar,59.25559019864666,measured
Landolt_Dia_Comp_8,LD8,molar,-47.876727593131776,measured
Landolt_Dia_Comp_3280,LD3280,molar,-21.68636165497685,measured
Landolt_Para_Comp_2259,LP2259,molar,136.379157055688,measured
Landolt_Dia_Comp_2149,LD2149,molar,-64.70458986985949,measured
Landolt_Para_Comp_5092,LP5092,molar,108.69239980478552,measured
Landolt_Dia_Comp_5034,LD5034,molar,-67.92339750051136,measured
Landolt_Para_Comp_2758,LP2758,molar,150.99236776703384,measured
Landolt_Dia_Comp_1672,LD1672,molar,-98.95776148487323,measured
Landolt_Para_Comp_1785,LP1785,molar,134.25810585697752,measured
Landolt_Dia_Comp_4734,LD4734,molar,-11.88820711583601,measured
Landolt_Para_Comp_1908,LP1908,molar,260.74770913597536,measured
Landolt_Para_Comp_2697,LP2697,molar,508.61761690319827,measured
Landolt_Para_Comp_2212,LP2212,molar,397.27811577803806,measured
Landolt_Para_Comp_4261,LP4261,molar,128.7937751474583,measured
Landolt_Para_Comp_4953,LP4953,molar,183.9432213659525,measured
Landolt_Para_Comp_1899,LP1899,molar,31.398557813525738,measured
Landolt_Para_Comp_2514,LP2514,molar,304.4743792554714,measured
Landolt_Dia_Comp_3865,LD3865,molar,-35.98291993947818,measured
Landolt_Dia_Comp_1493,LD1493,molar,-65.94593630878788,measured
Landolt_Para_Comp_2619,LP2619,molar,200.26417915397997,measured
Landolt_Dia_Comp_4977,LD4977,molar,-78.75958364381191,measured
Landolt_Dia_Comp_1742,LD1742,molar,-37.29778450376042,measured
Landolt_Dia_Comp_4920,LD4920,molar,-47.537086206105506,measured
Landolt_Dia_Comp_2629,LD2629,molar,-33.70377607281195,measured
Landolt_Para_Comp_4007,LP4007,molar,230.6858782232565,measured
Landolt_Dia_Comp_223,LD223,molar,-1.0,measured
Landolt_Dia_Comp_5488,LD5488,molar,-76.25083716558073,measured
Landolt_Para_Comp_3671,LP3671,molar,306.94118672555595,measured
Landolt_Dia_Comp_2218,LD2218,molar,-54.702747890512065,measured
Landolt_Dia_Comp_2295,LD2295,molar,-72.0815009044467,measured
Landolt_Para_Comp_2641,LP2641,molar,195.16754036631977,measured
Landolt_Para_Comp_1939,LP1939,molar,87.06310088827063,measured
Landolt_Dia_Comp_5936,LD5936,molar,-30.329123758726865,measured
Landolt_Para_Comp_3480,LP3480,molar,108.81506622722996,measured
Landolt_Dia_Comp_251,LD251,molar,-52.67402516485475,measured
Landolt_Dia_Comp_4227,LD4227,molar,-1.0,measured
Landolt_Dia_Comp_2536,LD2536,molar,-33.64977531595122,measured
Landolt_Para_Comp_2661,LP2661,molar,11.91612449508648,measured
Landolt_Para_Comp_4324,LP4324,molar,139.40405813488638,measured
Landolt_Dia_Comp_396,LD396,molar,-70.7490608608897,measured
Landolt_Dia_Comp_456,LD456,molar,-51.52915472966083,measured
Landolt_Dia_Comp_4239,LD4239,molar,-90.32898364258855,measured
Landolt_Para_Comp_1568,LP1568,molar,61.21535529651722,measured
Landolt_Para_Comp_4334,LP4334,molar,99.99210402791013,measured
Landolt_Dia_Comp_2459,LD2459,molar,-47.76378457671409,measured
Landolt_Para_Comp_2486,LP2486,molar,47.9383565707808,measured
Landolt_Para_Comp_3981,LP3981,molar,194.20358637933447,measured
Landolt_Dia_Comp_2891,LD2891,molar,-39.441956533233125,measured
Landolt_Para_Comp_4539,LP4539,molar,79.94098656438544,measured
Landolt_Dia_Comp_1562,LD1562,molar,-74.54115244330399,measured
Landolt_Dia_Comp_4597,LD4597,molar,-40.81974029801827,measured
Landolt_Dia_Comp_1395,LD1395,molar,-54.327228007499194,measured
Landolt_Dia_Comp_775,LD775,molar,-36.070251617004885,measured
Landolt_Dia_Comp_3277,LD3277,molar,-62.11021521661421,measured
Landolt_Para_Comp_5610,LP5610,molar,168.9386603498596,measured
Landolt_Dia_Comp_2996,LD2996,molar,-35.866536771660606,measured
Landolt_Dia_Comp_4982,LD4982,molar,-1.0,measured
Landolt_Dia_Comp_2395,LD2395,molar,-15.504647956006032,measured
Landolt_Para_Comp_399,LP399,molar,74.57138403685377,measured
Landolt_Dia_Comp_5389,LD5389,molar,-51.5684200941224,measured
Landolt_Para_Comp_5586,LP5586,molar,23.453594507647622,measured
Landolt_Dia_Comp_5449,LD5449,molar,-58.70396909761437,measured
Landolt_Dia_Comp_5844,LD5844,molar,-73.1091836104181,measured
Landolt_Para_Comp_2988,LP2988,molar,26.58025544870826,measured
Landolt_Para_Comp_1903,LP1903,molar,230.17629000391548,measured
Landolt_Para_Comp_2975,LP2975,molar,187.56437333581272,measured
Landolt_Dia_Comp_2489,LD2489,molar,-65.74599987638419,measured
Landolt_Dia_Comp_4663,LD4663,molar,-54.66169514589633,measured
Landolt_Para_Comp_4895,LP4895,molar,81.012284354807,measured
Landolt_Para_Comp_938,LP938,molar,173.6225202419534,measured
Landolt_Dia_Comp_46,LD46,molar,-25.608441554805943,measured
Landolt_Para_Comp_5461,LP5461,molar,404.55529967264397,measured
Landolt_Para_Comp_2073,LP2073,molar,18.09931554055713,measured
Landolt_Para_Comp_5688,LP5688,molar,315.57365896933027,measured
Landolt_Dia_Comp_3493,LD3493,molar,-35.55485239859255,measured
Landolt_Para_Comp_3823,LP3823,molar,251.83623223735393,measured
Landolt_Dia_Comp_477,LD477,molar,-65.00050687290604,measured
Landolt_Dia_Comp_1907,LD1907,molar,-27.519019944916185,measured
Landolt_Dia_Comp_1074,LD1074,molar,-9.532896094430825,measured
Landolt_Para_Comp_877,LP877,molar,153.86748194252763,measured
Landolt_Para_Comp_2847,LP2847,molar,219.99169977671323,measured
Landolt_Para_Comp_4322,LP4322,molar,134.35452236998034,measured
Landolt_Dia_Comp_5709,LD5709,molar,-51.843366795335726,measured
Landolt_Dia_Comp_585,LD585,molar,-36.88052127329861,measured
Landolt_Para_Comp_2200,LP2200,molar,189.33098134872475,measured
Landolt_Dia_Comp_5299,LD5299,molar,-78.2050423771496,measured
Landolt_Para_Comp_2298,LP2298,molar,75.56513438251217,measured
Landolt_Dia_Comp_3726,LD3726,molar,-60.87862990531782,measured
Landolt_Dia_Comp_759,LD759,molar,-54.81632367778339,measured
Landolt_Dia_Comp_5852,LD5852,molar,-41.699711885348364,measured
Landolt_Para_Comp_5805,LP5805,molar,23.224493592572237,measured
Landolt_Para_Comp_3626,LP3626,molar,28.723893367919228,measured
Landolt_Dia_Comp_1858,LD1858,molar,-46.883321777396155,measured
Landolt_Dia_Comp_2503,LD2503,molar,-44.049021320546075,measured
Landolt_Para_Comp_3023,LP3023,molar,185.98576355367305,measured
Landolt_Dia_Comp_420,LD420,molar,-47.52066137846057,measured
Landolt_Para_Comp_5372,LP5372,molar,43.314903661012046,measured
Landolt_Para_Comp_5789,LP5789,molar,130.21538472085973,measured
Landolt_Para_Comp_2816,LP2816,molar,204.46399822466103,measured
Landolt_Dia_Comp_3934,LD3934,molar,-58.76944055669984,measured
Landolt_Dia_Comp_5649,LD5649,molar,-14.209168335021559,measured
Landolt_Para_Comp_4303,LP4303,molar,479.0177967393209,measured
Landolt_Dia_Comp_3326,LD3326,molar,-48.76148202068349,measured
Landolt_Dia_Comp_3810,LD3810,molar,-25.109079397623862,measured
Landolt_Dia_Comp_1999,LD1999,molar,-28.244286404627417,measured
Landolt_Para_Comp_1551,LP1551,molar,703.8023370191526,measured
Landolt_Para_Comp_5429,LP5429,molar,14.505554099277383,measured
Landolt_Para_Comp_455,LP455,molar,109.60856715431935,measured
Landolt_Para_Comp_3433,LP3433,molar,83.89667114118386,measured
Landolt_Dia_Comp_1674,LD1674,molar,-37.53736747057957,measured
Landolt_Para_Comp_4578,LP4578,molar,46.51657807589654,measured
Landolt_Dia_Comp_3572,LD3572,molar,-38.04837372581616,measured
Landolt_Dia_Comp_3988,LD3988,molar,-80.64414683927781,measured
Landolt_Para_Comp_2060,LP2060,molar,78.51246636137857,measured
Landolt_Dia_Comp_1808,LD1808,molar,-80.27247295188562,measured
Landolt_Dia_Comp_3046,LD3046,molar,-31.172334602696775,measured
Landolt_Para_Comp_3930,LP3930,molar,177.75501920839832,measured
Landolt_Dia_Comp_1370,LD1370,molar,-1.0,measured
Landolt_Dia_Comp_4985,LD4985,molar,-68.20040066612953,measured
Landolt_Dia_Comp_4760,LD4760,molar,-51.731144697820696,measured
Landolt_Para_Comp_5906,LP5906,molar,10.790724433718207,measured
Landolt_Para_Comp_2401,LP2401,molar,509.93092149552007,measured
Landolt_Para_Comp_4342,LP4342,molar,39.80719689020147,measured
Landolt_Para_Comp_388,LP388,molar,75.67615167400248,measured
Landolt_Para_Comp_3663,LP3663,molar,274.41797066424965,measured
Landolt_Dia_Comp_855,LD855,molar,-81.52276195918347,measured
Landolt_Para_Comp_976,LP976,molar,25.32469715937704,measured
Landolt_Dia_Comp_2513,LD2513,molar,-43.67467430757861,measured
Landolt_Para_Comp_1853,LP1853,molar,152.15407894448668,measured
Landolt_Dia_Comp_627,LD627,molar,-27.933400445577693,measured
Landolt_Dia_Comp_4333,LD4333,molar,-54.37096725671802,measured
Landolt_Para_Comp_2495,LP2495,molar,80.15615699878154,measured
Landolt_Para_Comp_1898,LP1898,molar,41.796939684034726,measured
Landolt_Para_Comp_5476,LP5476,molar,229.064268994876,measured
Landolt_Para_Comp_5163,LP5163,molar,106.08003737436182,measured
Landolt_Para_Comp_5349,LP5349,molar,286.7877602020452,measured
Landolt_Dia_Comp_1748,LD1748,molar,-68.04129882748879,measured
Landolt_Para_Comp_987,LP987,molar,110.20668990574453,measured
Landolt_Dia_Comp_832,LD832,molar,-33.21444698014277,measured
Landolt_Para_Comp_3730,LP3730,molar,134.0168703233943,measured
Landolt_Dia_Comp_2128,LD2128,molar,-44.86626892603717,measured
Landolt_Para_Comp_3358,LP3358,molar,53.01583530108373,measured
Landolt_Dia_Comp_1856,LD1856,molar,-45.81997731214115,measured
Landolt_Para_Comp_3792,LP3792,molar,27.389254810578006,measured
Landolt_Para_Comp_780,LP780,molar,55.06689693426306,measured
Landolt_Para_Comp_4501,LP4501,molar,12.156410325781412,measured
Landolt_Para_Comp_3728,LP3728,molar,20.069946539517925,measured
Landolt_Dia_Comp_4133,LD4133,molar,-56.639956524447136,measured
Landolt_Para_Comp_1923,LP1923,molar,412.3876094043112,measured
Landolt_Dia_Comp_2240,LD2240,molar,-54.7868309727137,measured
Landolt_Dia_Comp_764,LD764,molar,-58.79408208024338,measured
Landolt_Para_Comp_1263,LP1263,molar,279.9417912770541,measured
Landolt_Dia_Comp_238,LD238,molar,-53.35940808171769,measured
Landolt_Dia_Comp_3645,LD3645,molar,-73.91681739144943,measured
Landolt_Para_Comp_1823,LP1823,molar,119.45063925067734,measured
Landolt_Dia_Comp_482,LD482,molar,-47.18655308008505,measured
Landolt_Dia_Comp_3454,LD3454,molar,-44.93397801080513,measured
Landolt_Para_Comp_2840,LP2840,molar,102.36477517086163,measured
Landolt_Dia_Comp_2681,LD2681,molar,-40.03980660612639,measured
Landolt_Para_Comp_5439,LP5439,molar,290.87514383432773,measured
Landolt_Dia_Comp_1488,LD1488,molar,-50.553659099389975,measured
Landolt_Para_Comp_4959,LP4959,molar,69.36943047278706,measured
Landolt_Para_Comp_2948,LP2948,molar,61.29006650733976,measured
Landolt_Dia_Comp_2719,LD2719,molar,-54.01337037890113,measured
Landolt_Dia_Comp_1760,LD1760,molar,-34.15114717932178,measured
Landolt_Dia_Comp_5906,LD5906,molar,-33.48700619529474,measured
Landolt_Para_Comp_4675,LP4675,molar,117.3557635247169,measured
Landolt_Dia_Comp_4014,LD4014,molar,-66.85372092577077,measured
Landolt_Para_Comp_4638,LP4638,molar,342.3451176174038,measured
Landolt_Dia_Comp_1223,LD1223,molar,-37.799863252210386,measured
Landolt_Dia_Comp_1115,LD1115,molar,-66.21460077534977,measured
Landolt_Dia_Comp_5378,LD5378,molar,-62.1186629724577,measured
Landolt_Para_Comp_5024,LP5024,molar,313.674403938073,measured
Landolt_Dia_Comp_5365,LD5365,molar,-64.9999345572495,measured
Landolt_Para_Comp_1245,LP1245,molar,24.872882886070663,measured
Landolt_Dia_Comp_5413,LD5413,molar,-44.77839956691099,measured
Landolt_Dia_Comp_5722,LD5722,molar,-1.0,measured
Landolt_Para_Comp_806,LP806,molar,37.68996287025934,measured
Landolt_Dia_Comp_3040,LD3040,molar,-86.31018681609635,measured
Landolt_Dia_Comp_1740,LD1740,molar,-66.92871925420746,measured
Landolt_Dia_Comp_1692,LD1692,molar,-52.12395125038301,measured
Landolt_Dia_Comp_1079,LD1079,molar,-45.94176147834763,measured
Landolt_Para_Comp_5328,LP5328,molar,58.08992622806563,measured
Landolt_Dia_Comp_2453,LD2453,molar,-58.76723836652989,measured
Landolt_Dia_Comp_3291,LD3291,molar,-20.68960463868567,measured
Landolt_Para_Comp_3822,LP3822,molar,63.53758863125912,measured
Landolt_Para_Comp_4752,LP4752,molar,69.68882514097362,measured
Landolt_Dia_Comp_558,LD558,molar,-54.98100736117302,measured
Landolt_Dia_Comp_1820,LD1820,molar,-94.08687635273742,measured
Landolt_Dia_Comp_1532,LD1532,molar,-70.04890412295023,measured
Landolt_Para_Comp_2605,LP2605,molar,79.52159249589543,measured
Landolt_Dia_Comp_4356,LD4356,molar,-52.222414501511224,measured
Landolt_Dia_Comp_4536,LD4536,molar,-45.29338700590777,measured
Landolt_Dia_Comp_4699,LD4699,molar,-74.33390492334152,measured
Landolt_Para_Comp_1351,LP1351,molar,49.923015443141544,measured
Landolt_Para_Comp_3472,LP3472,molar,181.7659376184936,measured
Landolt_Para_Comp_4128,LP4128,molar,266.41767548896206,measured
Landolt_Para_Comp_5604,LP5604,molar,78.73345613712692,measured
Landolt_Dia_Comp_1261,LD1261,molar,-43.54305042935249,measured
Landolt_Dia_Comp_1255,LD1255,molar,-51.58610233044336,measured
Landolt_Para_Comp_5173,LP5173,molar,137.20930695750894,measured
Landolt_Dia_Comp_1938,LD1938,molar,-60.75630901396057,measured
Landolt_Dia_Comp_2383,LD2383,molar,-22.20333455483674,measured
Landolt_Para_Comp_2927,LP2927,molar,140.98469768476556,measured
Landolt_Para_Comp_1504,LP1504,molar,233.1874073881936,measured
Landolt_Para_Comp_4181,LP4181,molar,277.7670067174991,measured
Landolt_Dia_Comp_3771,LD3771,molar,-21.424756594644663,measured
Landolt_Para_Comp_255,LP255,molar,117.97182953306708,measured
Landolt_Dia_Comp_3910,LD3910,molar,-65.96119741935267,measured
Landolt_Para_Comp_943,LP943,molar,351.85193625769733,measured
Landolt_Dia_Comp_5018,LD5018,molar,-40.45620165478457,measured
Landolt_Dia_Comp_3355,LD3355,molar,-79.53311220643005,measured
Landolt_Para_Comp_1381,LP1381,molar,33.602044039344165,measured
Landolt_Para_Comp_2107,LP2107,molar,23.048071851621287,measured
Landolt_Para_Comp_5634,LP5634,molar,206.4154427878791,measured
Landolt_Dia_Comp_330,LD330,molar,-59.390005037778906,measured
Landolt_Dia_Comp_542,LD542,molar,-52.719675516239626,measured
Landolt_Para_Comp_1759,LP1759,molar,99.45524527555985,measured
Landolt_Dia_Comp_5336,LD5336,molar,-82.8141396819693,measured
Landolt_Dia_Comp_2692,LD2692,molar,-69.73044381622663,measured
Landolt_Dia_Comp_177,LD177,molar,-43.35657013048977,measured
Landolt_Dia_Comp_4522,LD4522,molar,-29.237199969450664,measured
Landolt_Dia_Comp_235,LD235,molar,-38.55400586354577,measured
Landolt_Para_Comp_3476,LP3476,molar,38.787307315932914,measured
Landolt_Dia_Comp_902,LD902,molar,-80.72882182043773,measured
Landolt_Para_Comp_2780,LP2780,molar,115.19052624668662,measured
Landolt_Dia_Comp_1010,LD1010,molar,-69.102605321341,measured
Landolt_Dia_Comp_7,LD7,molar,-71.4340346575462,measured
Landolt_Para_Comp_1922,LP1922,molar,113.45122699342241,measured
Landolt_Dia_Comp_3621,LD3621,molar,-31.5227584375505,measured
Landolt_Para_Comp_2994,LP2994,molar,430.0808937131058,measured
