KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE
 ,K,[cm/s2],Msun,d,d, ,ppm, , , ,deg,deg
--------,----,-----,-------,------,------,---,----------,------,-------,-,---------,---------
3440357,4325,4.62,0.6731,20.453,0.021,   ,12467.83,1.069,0.6393,0,290.51129,38.55098
3441504,4273,4.87,0.6521,13.621,0.084,   ,10708.09,1.261,0.6862,0,290.86655,38.5525
3442034,3724,4.51,0.4361,40.417,0.45,   ,11138.86,0.959,0.5147,0,291.01233,38.58266
3442269,4309,4.51,0.6666,19.613,0.274,   ,6777.79,0.75,0.4423,0,291.0784,38.52128
3443137,3550,4.87,0.3721,35.534,0.577,   ,5141.08,0.705,0.4714,1,291.31219,38.57754
3444822,3475,4.87,0.3455,34.012,7.099,   ,11326.76,1.051,0.597,1,291.7532,38.56916
3446150,4403,4.49,0.7046,11.855,0.174,   ,8361.97,1.219,0.6497,0,292.05835,38.51731
3446366,3999,4.69,0.5424,21.357,0.187,   ,4372.89,0.75,0.4521,1,292.11761,38.50118
3446966,4195,4.33,0.6206,37.221,1.415,   ,1885.95,0.552,0.3574,0,292.26981,38.56685
3448710,4168,4.57,0.6098,16.013,1.666,   ,8499.68,1.193,0.6682,0,292.73633,38.53957
3449953,3683,4.35,0.4208,40.955,0.258,   ,12091.34,1.264,0.6014,0,293.03137,38.51852
3449982,4389,4.47,0.6989,25.652,0.298,   ,4052.16,0.547,0.3339,0,293.03958,38.55673
3454793,3428,4.9,0.3292,1.96,0.011,   ,39499.04,1.418,0.6758,1,294.20596,38.52986
3456068,4377,4.64,0.6941,39.212,4.488,   ,4082.98,0.5,0.3126,0,294.51633,38.53263
3456560,3430,4.9,0.3299,30.577,0.322,   ,6424.01,0.577,0.3731,1,294.633,38.58561
3457337,3921,4.54,0.5118,18.321,0.225,   ,6168.28,1.139,0.6437,0,294.806,38.59056
3459917,4091,4.42,0.579,23.586,0.134,   ,20180.17,1.35,0.6649,0,295.35703,38.58682
3525783,3966,4.68,0.5294,8.099,0.006,   ,26933.91,1.546,0.783,1,285.07251,38.67933
3526312,4217,4.5,0.6295,25.005,0.045,   ,9254.52,1.172,0.6275,0,285.306,38.61311
3526337,4364,4.59,0.6888,28.42,0.385,   ,5482.61,0.745,0.5,0,285.31958,38.67058
3527038,3708,4.81,0.4301,40.883,0.582,   ,4665.14,0.534,0.3376,1,285.61261,38.65318
3527088,3757,4.77,0.4486,42.256,0.349,   ,4523.25,0.537,0.3247,1,285.63406,38.61449
3527281,4299,4.54,0.6626,11.004,0.029,   ,11213.81,1.436,0.761,0,285.71524,38.61021
3527308,3689,4.82,0.423,29.504,0.654,   ,3991.54,0.686,0.4479,1,285.72504,38.68173
3527979,4376,4.6,0.6937,17.421,0.075,   ,7507.74,1.2,0.6913,0,285.99762,38.66743
3528588,3646,4.87,0.4071,15.954,0.099,   ,9806.16,1.435,0.7569,1,286.24136,38.6162
3528986,4340,4.38,0.6791,22.128,0.063,   ,10043.44,0.824,0.5003,0,286.39789,38.65447
3530387,4315,4.58,0.669,0.54,0.003,   ,103690.27,1.367,0.6587,0,286.93964,38.60271
3530780,4253,4.68,0.644,36.521,0.777,   ,4605.47,0.413,0.3018,0,287.08746,38.60005
3531176,3503,4.92,0.3554,21.537,0.048,   ,11415.84,1.334,0.7282,1,287.22684,38.64421
3532922,3395,4.92,0.3179,38.195,0.747,   ,5312.38,0.891,0.5311,1,287.89117,38.63979
3533109,4051,4.51,0.563,21.441,0.219,   ,3312.23,0.606,0.3644,0,287.96185,38.60103
3533220,4222,4.58,0.6315,14.279,0.022,   ,5713.76,1.236,0.6777,0,288.00732,38.6536
3533437,3637,5,0.4037,30.32,0.181,   ,9167.67,1.121,0.6217,1,288.09467,38.63154
3534089,3484,4.87,0.3487,47.46,0.454,   ,7400.18,0.82,0.4509,1,288.31906,38.67391
3534276,4283,4.43,0.6561,14.253,0.018,   ,11600.79,1.13,0.6219,0,288.37915,38.69979
3539331,4310,4.54,0.667,1.541,0.003,   ,56500.32,1.731,0.8126,0,289.93506,38.64043
3539770,3682,4.9,0.4204,31.927,0.331,   ,5303.8,0.939,0.5642,1,290.06058,38.64401
3540472,3698,4.81,0.4264,41.629,0.212,   ,3125.82,0.65,0.3895,1,290.24734,38.66206
3541346,4194,4.5,0.6202,0.911,0.003,   ,73234.74,1.524,0.7228,0,290.48615,38.62533
3541628,4367,4.68,0.69,28.263,0.16,   ,9938.57,0.828,0.5353,0,290.56796,38.68108
3542117,3546,4.87,0.3707,22.776,0.091,   ,44325.83,1.298,0.7116,1,290.72061,38.69758
3542480,4212,4.42,0.6275,14.884,0.043,   ,12267.29,1.2,0.663,0,290.83273,38.67967
3542520,4025,4.59,0.5527,20.713,0.271,   ,3393.44,1.065,0.629,0,290.84302,38.66295
3543331,4210,4.74,0.6267,27.251,0.306,   ,5289.61,0.647,0.4199,0,291.07156,38.63778
3548062,4278,4.65,0.6541,11.374,0.014,   ,6652.83,1.014,0.5512,0,292.3306,38.67928
3548078,4313,4.37,0.6682,24.972,0.195,   ,5313.4,0.99,0.5995,0,292.33557,38.68531
3550668,3477,4.87,0.3462,45.399,0.311,   ,10369.12,0.835,0.466,1,292.97842,38.67052
3554849,3596,4.9,0.3887,31.916,0.216,   ,10294.8,0.935,0.5716,1,294.00577,38.66471
3556011,3724,4.43,0.4361,23.039,0.151,   ,5204.56,0.662,0.4017,0,294.29626,38.66246
3556242,3667,4.82,0.4148,29.671,0.953,   ,4332.1,0.426,0.2661,1,294.35495,38.63999
3556533,4215,4.54,0.6287,1.255,0.004,   ,63947.08,1.567,0.7435,0,294.42532,38.62464
3558162,3683,4.91,0.4208,29.484,0.232,   ,6598.89,0.929,0.5831,1,294.80841,38.63736
3558213,3740,4.44,0.4422,28.49,0.233,   ,6051.84,1.065,0.6141,0,294.81897,38.65552
3558789,3596,4.94,0.3887,31.637,0.238,   ,5659.58,1.047,0.601,1,294.93597,38.66511
3626713,3877,4.74,0.4946,23.766,0.198,   ,4001.71,0.703,0.4323,1,285.08691,38.71945
3627030,4325,4.54,0.6731,33.472,0.266,   ,3095.21,0.764,0.4666,0,285.20352,38.7736
3627277,4233,4.58,0.6359,35.898,0.562,   ,4317.1,0.45,0.3264,0,285.29752,38.72214
3627704,3888,4.71,0.4989,41.977,0.32,   ,7380.19,0.661,0.3769,1,285.46796,38.79894
3628296,4285,4.52,0.6569,6.737,0.004,   ,37158.04,1.448,0.7267,0,285.70752,38.79343
3629063,4064,4.71,0.5682,41.696,0.452,   ,5504.22,1.048,0.5252,0,286.02246,38.74024
3630402,4084,4.44,0.5762,27.394,0.232,   ,12843.46,1.037,0.5932,0,286.57471,38.71584
3631401,4107,4.54,0.5854,10.069,0.101,   ,51548.81,1.395,0.7239,0,286.95654,38.77245
3631844,3858,4.74,0.4873,39.309,0.399,   ,5552.08,0.646,0.3886,1,287.12277,38.71264
3634308,3731,4.87,0.4388,13.02,0.106,   ,12726.96,1.504,0.771,1,288.06003,38.72053
3634402,3364,4.96,0.3075,47.476,0.342,   ,11379.48,0.757,0.4319,1,288.09064,38.75886
3640967,4221,4.41,0.6311,35.352,1.499,   ,2462.92,0.59,0.3911,0,290.1232,38.79212
3642661,4294,4.62,0.6605,34.573,0.412,   ,6896.56,0.899,0.5009,0,290.61383,38.73569
3643000,3886,4.45,0.4981,18.931,0.061,   ,4351.32,1.106,0.6289,0,290.7236,38.75178
3646734,3726,4.47,0.4369,14.702,3.061,   ,21127.05,1.316,0.6937,0,291.73129,38.74393
3648000,4168,4.38,0.6098,12.715,0.103,   ,6114.84,1.161,0.6284,0,292.05698,38.75363
3648289,4099,4.79,0.5822,23.831,0.286,   ,7139.27,1.041,0.6258,0,292.1311,38.74974
3648376,3405,4.91,0.3213,40.373,0.717,   ,5163.67,0.745,0.4625,1,292.15439,38.77621
3648712,4175,4.37,0.6126,26.158,0.102,   ,17250.81,1.307,0.6423,0,292.23376,38.7678
3650746,4394,4.57,0.7009,23.539,0.09,   ,6323.81,0.9,0.561,0,292.75522,38.79124
3656048,4359,4.54,0.6868,24.324,0.536,   ,7891.24,1.057,0.6122,0,294.09262,38.74344
3656267,4313,4.26,0.6682,10.802,0.469,   ,14162.54,1.279,0.6733,0,294.14957,38.72599
3656293,4260,4.58,0.6468,29.555,0.658,   ,6249.55,0.797,0.5161,0,294.15411,38.72721
3658166,4366,4.8,0.6896,45.337,0.259,SM2,5286.75,0.477,0.2558,0,294.60764,38.70726
3658853,3969,4.39,0.5306,10.925,0.012,   ,21526.58,1.355,0.7018,0,294.76254,38.73399
3659328,4071,4.44,0.571,17.456,0.052,   ,15154.36,1.023,0.5851,0,294.87326,38.70537
3659481,4194,4.64,0.6202,27.077,0.801,   ,6073.71,0.876,0.5616,0,294.90524,38.72071
3659811,3549,4.9,0.3718,17.267,0.044,   ,9384.24,0.976,0.5472,1,294.97458,38.76921
3660458,3426,4.9,0.3285,47.076,1.337,   ,4366.1,0.526,0.3143,1,295.11487,38.77212
3662790,4311,4.66,0.6674,17.531,0.028,   ,12422.17,1.139,0.653,0,295.59811,38.74385
3727538,3830,4.74,0.4765,37.868,2.286,   ,5067.29,0.412,0.2889,1,284.76898,38.89672
3727878,3668,4.79,0.4152,23.058,0.03,   ,8711.46,0.84,0.5034,1,284.90063,38.8848
3729847,3955,4.72,0.5251,28.01,0.068,   ,12739.99,1.149,0.6142,1,285.70859,38.87472
3730371,3451,5.01,0.3372,41.747,0.459,   ,7026.37,0.703,0.4327,1,285.93463,38.85977
3730841,3934,4.72,0.5169,11.447,0.023,   ,14359.06,1.439,0.7482,1,286.13431,38.87348
3731429,3879,4.55,0.4954,23.035,0.086,   ,2340.58,0.523,0.3127,0,286.37668,38.88509
3731432,3780,4.77,0.4573,21.284,0.267,   ,3938.97,0.654,0.3914,1,286.37723,38.88684
3731563,4098,4.52,0.5818,3.564,0.003,   ,41650.41,1.711,0.7978,0,286.42593,38.85713
3733547,4266,4.61,0.6492,23.615,0.361,   ,5559.53,0.989,0.6168,0,287.18872,38.86232
3733753,3701,4.83,0.4275,16.18,0.198,   ,7161.95,1.04,0.5744,1,287.26447,38.8641
3734260,4273,4.76,0.6521,43.778,0.749,   ,6169.08,0.647,0.3549,0,287.4657,38.82729
3734393,4359,4.55,0.6868,8.937,0.08,   ,17554.34,1.366,0.7033,0,287.51968,38.83306
3736208,4091,4.62,0.579,34.659,0.133,   ,10543.08,0.998,0.5368,0,288.19257,38.86427
3744112,4118,4.66,0.5898,14.811,0.071,   ,7937.52,1.154,0.6379,0,290.63806,38.84081
3745222,4235,4.53,0.6367,15.091,0.13,   ,7876.72,1.318,0.726,0,290.96701,38.85704
3745742,3657,4.88,0.4111,17.958,0.078,   ,5897.61,1.076,0.5981,1,291.11469,38.82851
3748172,3989,4.69,0.5385,1.054,0.003,   ,60484.77,1.679,0.8113,1,291.76999,38.88929
3748458,4360,4.52,0.6872,33.318,0.519,   ,5721.39,0.603,0.4173,0,291.83832,38.80029
3748728,4221,4.73,0.6311,28.161,0.077,   ,10499.42,0.88,0.5501,0,291.9039,38.87589
3748918,3746,4.78,0.4444,26.683,0.142,   ,7490.28,0.686,0.4331,1,291.94992,38.86497
3749207,4120,4.58,0.5906,7.082,0.01,   ,53287.45,1.603,0.786,0,292.02649,38.80966
3750594,4149,4.75,0.6022,24.465,0.201,   ,9250.04,0.961,0.6063,0,292.41409,38.8042
3751557,4065,4.52,0.5686,33.194,0.177,   ,4612.68,0.75,0.4719,0,292.67447,38.81363
3756034,3747,4.7,0.4448,40.327,0.777,   ,4419.39,0.973,0.5179,0,293.77448,38.81404
3756669,4113,4.47,0.5878,19.02,0.053,   ,9567.14,1.226,0.6892,0,293.91898,38.86953
3757251,3635,4.83,0.403,15.768,0.137,   ,8584.62,1.409,0.7404,1,294.05917,38.83868
3757729,4263,4.65,0.648,37.328,0.172,   ,7870.91,1.025,0.5267,0,294.18408,38.82648
3757788,3690,4.82,0.4234,26.048,1.189,   ,6337.4,0.783,0.4871,1,294.1991,38.85236
3758197,3818,4.75,0.4719,22.331,0.19,   ,3782.03,0.782,0.4707,1,294.29221,38.80681
3758610,4058,4.69,0.5658,14.249,0.032,   ,10024.96,1.506,0.7344,0,294.39648,38.89521
3760677,3655,4.81,0.4104,35.736,0.178,   ,15274.14,1.141,0.5932,1,294.91516,38.89851
3762903,3487,4.9,0.3497,44.591,0.739,   ,9367.76,0.94,0.5079,1,295.40359,38.85627
3765134,3552,4.88,0.3728,41.276,0.569,   ,8055.27,0.972,0.5287,1,295.82068,38.88508
3831534,3388,4.92,0.3155,37.226,0.906,   ,7189.15,0.678,0.4589,1,284.89609,38.90104
3831911,3856,4.73,0.4865,1.838,0.006,   ,51500.11,1.323,0.6429,1,285.05515,38.98501
3832499,4318,4.66,0.6702,13.01,0.023,   ,13371.35,1.298,0.7017,0,285.29535,38.92614
3832957,3957,4.72,0.5259,17.921,0.019,   ,7557.42,1.097,0.6207,1,285.49316,38.93989
3834169,4198,4.62,0.6218,19.71,0.071,   ,9805.86,1.25,0.6795,0,285.98541,38.95981
3835071,3941,4.72,0.5196,37.427,0.717,   ,4854.38,0.695,0.4205,1,286.37921,38.90822
3836862,4312,4.49,0.6678,8.479,0.029,   ,42174.4,1.664,0.7591,0,287.10236,38.9465
3837496,4195,4.62,0.6206,29.939,0.318,   ,5258.32,0.929,0.5455,0,287.36227,38.94579
3837507,3683,4.79,0.4208,29.141,0.201,   ,5097.42,0.907,0.5815,1,287.36734,38.98496
3838294,3512,4.9,0.3586,34.452,0.675,   ,3046.57,0.935,0.56,1,287.66843,38.91823
3839850,3915,4.71,0.5094,43.062,6.467,   ,3819.97,0.439,0.2543,1,288.25208,38.98545
3847487,4211,4.7,0.6271,30.314,0.174,   ,8935.3,0.954,0.5477,0,290.63828,38.98279
3849447,4213,4.73,0.6279,31.084,0.478,   ,2999.84,0.545,0.3721,0,291.21823,38.90207
3852064,3854,4.74,0.4857,40.282,0.882,   ,7159.77,0.514,0.3187,1,291.93063,38.96939
3852116,4391,4.61,0.6997,3.11,0.003,   ,71435.39,1.386,0.6747,0,291.94263,38.98453
3852447,4351,4.7,0.6836,15.316,0.017,   ,7022.44,1.023,0.572,0,292.02768,38.97374
3853598,4155,4.52,0.6046,14.672,0.015,   ,5854.9,1.012,0.5665,0,292.33545,38.99398
3855009,4205,4.67,0.6247,20.989,0.112,   ,10612.67,1.23,0.6664,0,292.69946,38.93687
3859875,4369,4.71,0.6908,27.996,1.994,   ,4193.69,0.768,0.5124,0,293.92929,38.93619
3860761,4359,4.63,0.6868,23.969,0.109,   ,3370.05,0.836,0.5213,0,294.15222,38.94166
3868387,4267,4.8,0.6496,31.236,0.898,   ,5577.3,0.69,0.4691,0,295.8522,38.98226
3868940,3951,4.71,0.5235,43.575,2.225,   ,4774.33,0.485,0.2775,1,295.96375,38.99952
3869879,4199,4.46,0.6223,19.244,0.299,   ,5872.34,1.25,0.6839,0,296.14261,38.99639
3934090,3814,4.74,0.4703,5.821,0.023,   ,9282.11,1.185,0.6027,1,284.50009,39.08264
3934593,3644,4.82,0.4063,33.144,0.885,   ,4812.12,0.541,0.3689,1,284.70142,39.01255
3935499,3837,4.72,0.4792,5.227,0.006,   ,56329.76,1.431,0.6959,1,285.05695,39.07449
3935803,4273,4.53,0.6521,1.688,0.003,   ,55215.54,1.45,0.6957,0,285.17499,39.05347
3935942,3521,4.84,0.3618,37.207,0.189,   ,6610.69,0.838,0.5093,1,285.22382,39.03017
3936562,4401,4.57,0.7038,33.995,2.354,   ,4642.64,0.633,0.4171,0,285.49753,39.09136
3938241,3769,4.83,0.4531,16.781,0.058,   ,11817.46,1.288,0.6979,1,286.22571,39.00437
3938944,3991,4.68,0.5393,31.906,0.194,   ,8099.76,1.134,0.5874,1,286.50443,39.01936
3939839,4346,4.62,0.6815,16.462,0.047,   ,13513.51,1.259,0.708,0,286.85287,39.07162
3940002,4396,4.59,0.7017,27.088,0.11,   ,9449.96,0.925,0.5644,0,286.92426,39.06455
3940072,3523,4.14,0.3625,54.579,0.769,   ,4192.35,0.942,0.4746,0,286.94885,39.03126
3940372,3462,4.85,0.341,19.64,0.073,   ,20584.4,1.455,0.7484,1,287.07272,39.04295
3941415,3795,4.84,0.463,26.149,0.191,   ,12515.75,0.989,0.6159,1,287.48785,39.06216
3946894,3658,4.81,0.4115,39.309,0.066,   ,6638.2,1.113,0.5703,1,289.34082,39.03383
3951599,3881,4.73,0.4962,18.011,0.076,   ,7906.65,1.039,0.5875,1,290.71585,39.00013
3953725,4198,4.64,0.6218,10.74,0.089,   ,6264.51,1.373,0.7203,0,291.35876,39.02657
3953916,4169,4.54,0.6102,55.567,0.602,   ,1902.4,0.566,0.2724,0,291.41281,39.01559
3954217,3588,4.87,0.3858,30.28,0.307,   ,3906.19,0.454,0.2885,1,291.49167,39.06726
3954449,4200,4.75,0.6227,11.472,0.003,   ,12493.61,1.174,0.6275,0,291.55704,39.06596
3954961,4226,4.62,0.6331,13.123,0.039,   ,11017.74,1.012,0.5579,0,291.69388,39.03804
3955183,4399,4.67,0.7029,32.906,0.19,   ,7035.73,0.783,0.4746,0,291.75314,39.01917
3955879,3726,4.82,0.4369,32.99,0.646,   ,5660.18,0.741,0.4918,1,291.93222,39.09849
3955891,3520,4.94,0.3614,33.536,0.072,   ,6098.09,0.964,0.5738,1,291.93619,39.05637
3956991,4243,4.48,0.64,19.235,0.043,   ,8339.49,1.22,0.6811,0,292.21457,39.05362
3957214,4151,4.62,0.603,14.906,0.018,   ,11137.78,1.063,0.5929,0,292.2757,39.01476
3957292,3782,4.81,0.4581,33.559,0.285,   ,7543.89,0.9,0.5306,1,292.29855,39.04072
3962433,3740,4.77,0.4422,0.638,0.004,   ,60509.5,1.529,0.7143,1,293.61774,39.02744
3962715,4165,4.55,0.6086,0.497,0.004,   ,10796.9,0.918,0.4919,0,293.68811,39.08366
3964492,4186,4.75,0.617,17.174,0.044,   ,5572.44,0.964,0.5537,0,294.12573,39.04549
3965229,3628,4.8,0.4004,33.811,0.372,   ,4774.54,0.847,0.528,1,294.31583,39.04725
3965861,4389,4.69,0.6989,27.47,0.342,   ,11780.62,1.16,0.6012,0,294.47089,39.05379
3966673,4333,4.66,0.6763,13.061,0.027,   ,9066.58,1.302,0.7048,0,294.67929,39.08797
3966704,3871,4.72,0.4923,31.635,0.085,   ,10379.97,0.978,0.5563,1,294.68713,39.03946
3968552,3984,4.72,0.5365,22.842,0.288,   ,10040.19,1.156,0.6554,1,295.13202,39.02064
3969430,4163,4.66,0.6078,30.401,0.415,   ,5407.09,0.553,0.3744,0,295.32535,39.06345
3969563,3815,4.76,0.4707,23.633,0.071,   ,7346.99,0.998,0.6012,1,295.35327,39.02986
3971772,4082,4.66,0.5754,36.964,6.739,SM2,4927.1,0.357,0.2642,0,295.77383,39.05376
3973090,4070,4.41,0.5706,40.756,0.504,   ,6809,0.677,0.3898,0,296.01837,39.0453
3974567,4000,4.47,0.5428,25.72,0.144,   ,11502.68,0.966,0.6011,0,296.29077,39.00065
3974804,3610,4.8,0.3938,33.532,6.367,   ,4471.9,0.677,0.4649,1,296.33331,39.0785
4035503,4107,4.57,0.5854,14.413,0.123,   ,11627.53,1.023,0.5703,0,284.5614,39.12323
4036313,3455,4.92,0.3385,37.726,0.319,   ,6338.95,0.834,0.5099,1,284.86157,39.19365
4036520,4088,4.46,0.5778,19.241,0.086,   ,4020.15,1.055,0.6153,0,284.91476,39.19632
4038439,3508,4.95,0.3571,26.84,6.108,   ,8258.1,1.133,0.6634,1,285.51523,39.15937
4040928,4233,4.58,0.6359,26.898,0.103,   ,6736.1,1.286,0.6329,0,286.44708,39.13496
4043389,3713,4.38,0.432,38.626,0.375,   ,13520.48,1.096,0.5644,0,287.38211,39.18098
4044678,3688,4.82,0.4226,26.162,0.066,   ,4875.15,0.889,0.5492,1,287.87961,39.19988
4045182,4221,4.62,0.6311,38.957,5.341,   ,4666.15,0.38,0.2564,0,288.06262,39.13504
4047900,4361,4.88,0.6876,10.946,0.223,   ,12235.94,1.004,0.5427,0,288.9736,39.18566
4047976,4393,4.75,0.7005,25.558,1.258,   ,3093.72,0.593,0.3671,0,288.99365,39.19754
4048591,4306,4.62,0.6654,20.05,0.272,   ,4887.4,0.756,0.4477,0,289.16687,39.13859
4049158,3758,4.74,0.449,42.527,0.201,   ,5703.51,0.909,0.4858,1,289.32751,39.14119
4055390,4097,4.53,0.5814,18.328,0.035,   ,9106.64,0.995,0.5766,0,291.0744,39.19961
4056422,4149,4.59,0.6022,23.988,0.405,   ,5187.87,0.845,0.5291,0,291.36447,39.17818
4059277,4261,4.68,0.6472,15.284,0.011,   ,8795.59,0.995,0.5587,0,292.11606,39.12585
4060965,3427,4.9,0.3289,40.263,0.718,   ,4334.51,0.401,0.291,1,292.53342,39.13428
4061322,4055,4.58,0.5646,24.902,0.198,   ,11137.13,0.86,0.5426,0,292.62744,39.12297
4063974,4395,4.67,0.7013,19.04,0.043,   ,15517.18,1.119,0.6575,0,293.30673,39.12844
4065607,4121,4.66,0.591,22.011,1.925,   ,23085.56,1.424,0.6802,0,293.72235,39.11298
4065705,4223,4.65,0.6319,1.363,0.004,   ,13144.43,1.123,0.5733,0,293.74951,39.12886
4066245,4320,4.63,0.671,1.939,0.005,   ,45245.11,1.432,0.6893,0,293.88623,39.14009
4066712,4352,4.74,0.684,27.568,0.803,   ,4707.78,0.549,0.3465,0,293.99734,39.15581
4067894,3358,4.97,0.3054,5.066,0.005,   ,44267.12,1.763,0.7969,1,294.28229,39.11888
4067938,4282,4.53,0.6557,32.777,1,   ,4498.87,0.486,0.3367,0,294.29257,39.18809
4068018,3861,4.71,0.4884,39.506,0.367,   ,3582.95,0.536,0.3349,1,294.31201,39.10087
4068252,4151,4.63,0.603,21.904,0.309,   ,10301.47,1.305,0.668,0,294.3681,39.112
4068727,3684,4.81,0.4211,32.137,0.345,   ,10475.28,1.288,0.6378,1,294.47952,39.19948
4070633,4108,4.54,0.5858,0.417,0.004,   ,210444.27,1.501,0.7114,0,294.93884,39.1253
4074068,3500,4.97,0.3543,13.841,0.103,   ,19426.58,1.543,0.7825,1,295.68192,39.19827
4076672,4296,4.67,0.6613,30.565,0.264,   ,9911.95,0.855,0.5186,0,296.19327,39.15558
4077460,4221,4.69,0.6311,27.285,0.391,   ,4135.79,0.913,0.5657,0,296.34473,39.12644
4078087,3946,4.51,0.5216,30.197,0.452,   ,2986.07,0.446,0.2889,0,296.46698,39.15798
4078175,3910,4.28,0.5075,22.308,0.39,   ,4065.57,0.627,0.3789,0,296.48425,39.19105
4079165,4311,4.61,0.6674,18.714,0.091,   ,14180.63,1.389,0.6883,0,296.66501,39.19388
4079437,4185,4.71,0.6166,28.712,0.243,   ,11145.8,0.942,0.559,0,296.71719,39.18257
4135605,3910,4.72,0.5075,39.611,7.696,   ,5141.5,0.631,0.3776,1,284.55652,39.28169
4136712,4290,4.67,0.6589,24.593,0.337,   ,7269.86,1.054,0.6121,0,284.93042,39.29322
4137679,4090,4.59,0.5786,21.891,0.05,   ,4735.86,0.734,0.4474,0,285.23376,39.23785
4138564,4206,4.61,0.6251,28.569,0.876,   ,3984.63,0.419,0.2572,0,285.59543,39.26098
4139476,3791,4.78,0.4615,20.591,0.094,   ,9137.45,1.298,0.7029,1,285.95416,39.28931
4140528,3346,5.07,0.3014,52.676,0.341,   ,5458.74,0.612,0.3396,1,286.36276,39.27416
4142890,3519,4.09,0.361,18.765,0.068,   ,22106.32,1.171,0.6401,0,287.3223,39.28148
4143604,4357,4.74,0.686,41.719,0.572,   ,2229.21,0.453,0.2681,0,287.60046,39.22982
4143981,4108,4.64,0.5858,34.478,0.122,   ,10484.04,0.924,0.5159,0,287.74799,39.21252
4144094,4256,4.57,0.6452,23.406,0.219,   ,8756.04,0.847,0.5255,0,287.78445,39.29169
4144893,4312,4.54,0.6678,17.896,0.014,   ,6641.24,1.24,0.6929,0,288.04526,39.20305
4147163,4304,4.41,0.6646,23.883,0.221,   ,10785.52,0.767,0.4763,0,288.77805,39.28324
4147960,4213,4.59,0.6279,27.832,0.554,   ,3057.24,0.55,0.3531,0,289.00302,39.22994
4148125,3919,4.5,0.511,17.982,0.091,   ,6588.82,1.03,0.5843,0,289.05386,39.23815
4148277,4290,4.63,0.6589,29.785,0.168,   ,4692.49,0.732,0.4977,0,289.09598,39.24433
4149184,4343,4.68,0.6803,44.618,2.433,   ,2708.88,0.481,0.2633,0,289.35724,39.25006
4155647,4251,4.6,0.6432,48.991,2.19,   ,3446.34,0.506,0.2575,0,291.11661,39.26827
4156209,4340,4.64,0.6791,13.859,0.084,   ,6598.11,1.155,0.6318,0,291.28021,39.20072
4158372,4116,4.38,0.589,8.008,0.013,   ,24189,1.444,0.7329,0,291.82349,39.21734
4159885,3811,4.77,0.4692,33.442,0.128,   ,5805.25,0.756,0.4838,1,292.15393,39.21663
4160250,4316,4.67,0.6694,16.235,3.232,   ,5106.9,1.111,0.6254,0,292.22629,39.20738
4164310,3483,4.87,0.3483,29.969,0.871,   ,9103.18,0.992,0.6122,1,293.19382,39.28781
4164424,3725,4.78,0.4365,39.993,0.671,   ,3430.69,0.707,0.4229,1,293.22635,39.2102
4168513,4152,4.55,0.6034,15.156,0.126,   ,5602.42,1.052,0.5888,0,294.15536,39.24056
4169930,4209,4.46,0.6263,0.409,0,   ,106163.74,1.692,0.8009,0,294.46936,39.24352
4172405,4188,4.51,0.6178,11.724,0.013,   ,12860.3,1.495,0.7514,0,295.02704,39.24949
4173466,3399,5.06,0.3193,38.086,0.702,   ,5812.11,0.786,0.4943,1,295.26212,39.2787
4173626,3928,4.44,0.5145,25.483,0.601,   ,10240.94,1.251,0.6474,0,295.29837,39.27701
4173901,4214,4.57,0.6283,36.216,0.094,   ,5169.87,0.849,0.4785,0,295.3569,39.24344
4174051,4295,4.61,0.6609,24.098,0.149,   ,13309.99,1.108,0.623,0,295.38809,39.21318
4174461,4208,4.56,0.6259,19.657,0.045,   ,47736.26,1.577,0.7007,0,295.46542,39.28451
4174717,4025,4.45,0.5527,5.926,0,   ,55034.4,1.472,0.7265,0,295.51474,39.26909
4175216,4262,4.5,0.6476,13.88,0.104,   ,7474.42,1.332,0.7292,0,295.60614,39.20991
4175398,3853,4.34,0.4853,31.556,0.392,   ,9365.89,1.139,0.5958,0,295.64145,39.23125
4175517,3519,4.84,0.361,48.422,1.326,   ,4536.42,0.565,0.3222,1,295.66513,39.21879
4175707,3825,4.33,0.4745,0.388,0.083,   ,30798.35,1.27,0.6218,0,295.69882,39.26685
4178442,4171,4.54,0.611,14.183,0.022,   ,8777.56,0.978,0.547,0,296.19394,39.26696
4179238,4310,4.64,0.667,29.288,1.806,   ,3529.61,0.463,0.2915,0,296.33188,39.21824
4179525,3827,4.43,0.4753,20.777,0.075,   ,8256.08,1.166,0.6723,0,296.38531,39.21874
4181240,3549,4.87,0.3718,28.778,1.999,   ,4393.91,0.914,0.5714,1,296.6958,39.29598
4181245,3546,4.89,0.3707,19.879,0.083,   ,8946.6,1.284,0.7003,1,296.69641,39.26209
4241333,4258,4.61,0.646,16.989,0.045,   ,6224.54,1.085,0.6171,0,284.67484,39.31547
4241801,4319,4.61,0.6706,33.494,1.449,   ,2236.46,0.434,0.2967,0,284.85181,39.33766
4242514,3436,4.99,0.332,31.52,0.585,   ,10044.4,1.252,0.6566,1,285.09195,39.37596
4242806,4111,4.55,0.587,21.379,0.119,   ,7824.18,1.026,0.6177,0,285.18643,39.35729
4242943,3895,4.74,0.5016,28.698,0.099,   ,5317,1.264,0.6316,1,285.23764,39.31305
4243104,4107,4.58,0.5854,43.779,1.268,   ,4882.63,0.521,0.2959,0,285.30316,39.34448
