material,formula,type,chi_value_cgs
Para_Comp_1448,P1448,molar,29.273241043381265
Dia_Comp_437,D437,molar,-32.26676030375082
Dia_Comp_562,D562,molar,-26.387437734206692
Dia_Comp_1065,D1065,molar,-44.9408869564634
Dia_Comp_1103,D1103,molar,-57.14261872400034
Dia_Comp_16,D16,molar,-30.733415869688326
Para_Comp_1237,P1237,molar,165.58921002220006
Dia_Comp_1285,D1285,molar,-41.06362353489122
Para_Comp_1319,P1319,molar,115.31312557704256
Dia_Comp_738,D738,molar,-38.6719382932876
Para_Comp_713,P713,molar,110.30239817266926
Dia_Comp_144,D144,molar,-69.3638239040621
Para_Comp_1441,P1441,molar,79.85615072659596
Para_Comp_586,P586,molar,97.89629406119577
Para_Comp_884,P884,molar,122.43687700938312
Para_Comp_715,P715,molar,243.5687479833208
Para_Comp_325,P325,molar,261.263591560225
Para_Comp_104,P104,molar,94.06241904400305
Dia_Comp_426,D426,molar,-52.16777056264317
Dia_Comp_493,D493,molar,-65.98333014215098
Dia_Comp_577,D577,molar,-44.88922609546794
Para_Comp_512,P512,molar,281.94485147968163
Dia_Comp_11,D11,molar,-30.20394792245204
Para_Comp_404,P404,molar,313.40980162901576
Para_Comp_988,P988,molar,179.8800524092602
Para_Comp_267,P267,molar,66.54489474436015
Para_Comp_810,P810,molar,62.40420924607065
Dia_Comp_91,D91,molar,-24.759881082051614
Para_Comp_56,P56,molar,527.6541627896387
Dia_Comp_478,D478,molar,-26.311689879074773
Dia_Comp_722,D722,molar,-27.596817966083883
Dia_Comp_1383,D1383,molar,-28.498271585771217
Dia_Comp_121,D121,molar,-42.91048487803625
Dia_Comp_252,D252,molar,-44.427405273108356
Dia_Comp_1212,D1212,molar,-1.0
Dia_Comp_1225,D1225,molar,-66.87542635786642
Dia_Comp_1254,D1254,molar,-30.53285094083867
Para_Comp_564,P564,molar,39.55418707809519
Para_Comp_290,P290,molar,575.161792977067
Para_Comp_989,P989,molar,97.0036012437232
Para_Comp_1118,P1118,molar,84.50846806932226
Dia_Comp_564,D564,molar,-27.076267041060568
Dia_Comp_792,D792,molar,-30.902154976331282
Para_Comp_645,P645,molar,16.54746447670079
Para_Comp_5,P5,molar,143.98214405623045
Para_Comp_1399,P1399,molar,80.84249271814872
Dia_Comp_726,D726,molar,-21.71006233077217
Para_Comp_487,P487,molar,160.10728143473565
Para_Comp_1501,P1501,molar,55.030830025020144
Dia_Comp_47,D47,molar,-37.52042181723227
Dia_Comp_732,D732,molar,-54.675582294114065
Dia_Comp_199,D199,molar,-31.354483713784212
Dia_Comp_708,D708,molar,-31.15613629744118
Para_Comp_236,P236,molar,458.9808102505724
Levitator_Proxy_40,L40,molar,-249.24798082254748
Dia_Comp_106,D106,molar,-45.92928196862418
Para_Comp_1250,P1250,molar,389.21502316535543
Dia_Comp_353,D353,molar,-62.86523440446541
Dia_Comp_1265,D1265,molar,-55.70216137141638
Para_Comp_535,P535,molar,99.1155771422861
Dia_Comp_596,D596,molar,-40.51379816797201
Dia_Comp_672,D672,molar,-53.29588923906411
Dia_Comp_1078,D1078,molar,-37.729164481827745
Para_Comp_761,P761,molar,28.28057126992095
Dia_Comp_157,D157,molar,-24.04941407959868
Para_Comp_1379,P1379,molar,67.76190638111288
Dia_Comp_939,D939,molar,-36.391087783570384
Dia_Comp_835,D835,molar,-61.64293124012123
Dia_Comp_398,D398,molar,-35.337140415433694
Dia_Comp_1393,D1393,molar,-28.76474484039854
Para_Comp_1017,P1017,molar,324.4236700761476
Para_Comp_1370,P1370,molar,75.80407216863573
Dia_Comp_225,D225,molar,-24.04428641358077
Para_Comp_18,P18,molar,31.758883947599976
Dia_Comp_910,D910,molar,-56.04756963079664
Dia_Comp_665,D665,molar,-29.895388422005272
Para_Comp_677,P677,molar,281.2590110423306
Para_Comp_49,P49,molar,321.5854678292844
Dia_Comp_1177,D1177,molar,-44.01108342216307
Para_Comp_1512,P1512,molar,286.50485730708965
Para_Comp_1359,P1359,molar,291.793969214717
Dia_Comp_213,D213,molar,-28.006898656091614
Para_Comp_66,P66,molar,178.54499255086444
Para_Comp_1212,P1212,molar,601.2875942743872
Dia_Comp_233,D233,molar,-37.10807948599274
Dia_Comp_1092,D1092,molar,-25.037207639802183
Dia_Comp_10,D10,molar,-28.117350888862582
Dia_Comp_823,D823,molar,-50.75977307669868
Dia_Comp_1132,D1132,molar,-42.23926913950677
Para_Comp_1194,P1194,molar,73.01124322929954
Para_Comp_246,P246,molar,319.4856497680423
Levitator_Proxy_33,L33,molar,-291.890096878701
Para_Comp_1481,P1481,molar,58.21205794747711
Para_Comp_89,P89,molar,19.545714111444163
Dia_Comp_445,D445,molar,-49.64352859991959
Dia_Comp_1074,D1074,molar,-30.11124227145644
Dia_Comp_825,D825,molar,-30.122256114569712
Para_Comp_497,P497,molar,37.72391248533293
Para_Comp_820,P820,molar,53.50195458934791
Dia_Comp_1364,D1364,molar,-7.377846569343603
Levitator_Proxy_3,L3,molar,-231.26505305815363
Dia_Comp_679,D679,molar,-38.661657718378834
Dia_Comp_839,D839,molar,-24.41193507563086
Para_Comp_789,P789,molar,110.0545838199375
Dia_Comp_882,D882,molar,-42.49474444276027
Dia_Comp_31,D31,molar,-23.063249323534194
Dia_Comp_496,D496,molar,-48.44981100996896
Dia_Comp_485,D485,molar,-58.57413871104464
Para_Comp_1544,P1544,molar,18.669285854821894
Para_Comp_1171,P1171,molar,219.63677058230755
Para_Comp_322,P322,molar,164.08178968302775
Para_Comp_208,P208,molar,261.69327953677305
Para_Comp_1556,P1556,molar,479.58399774615805
Dia_Comp_633,D633,molar,-39.00729978027698
Para_Comp_893,P893,molar,69.89334565323648
Para_Comp_456,P456,molar,117.10461725536793
Para_Comp_673,P673,molar,34.20681927912695
Dia_Comp_748,D748,molar,-67.72083388835775
Para_Comp_241,P241,molar,216.53652032425845
Para_Comp_595,P595,molar,72.77428528462829
Dia_Comp_1347,D1347,molar,-31.24824826502946
Dia_Comp_872,D872,molar,-58.40915695260617
Levitator_Proxy_39,L39,molar,-224.25165484566915
Dia_Comp_977,D977,molar,-47.305660546372806
Dia_Comp_1014,D1014,molar,-42.48921485684565
Para_Comp_562,P562,molar,160.90539762187495
Dia_Comp_902,D902,molar,-47.31129330513858
Dia_Comp_195,D195,molar,-66.93830882632572
Para_Comp_717,P717,molar,133.55682005876872
Dia_Comp_981,D981,molar,-48.872100303664126
Dia_Comp_1310,D1310,molar,-42.10367129559219
Para_Comp_1298,P1298,molar,96.91992039077006
Dia_Comp_194,D194,molar,-44.79950404264711
Dia_Comp_1223,D1223,molar,-65.7776628878793
Para_Comp_382,P382,molar,915.5691055975592
Para_Comp_170,P170,molar,230.9734374414633
Dia_Comp_829,D829,molar,-61.11161518974848
Para_Comp_1404,P1404,molar,164.87333545811555
Dia_Comp_594,D594,molar,-21.291153855535036
Para_Comp_1515,P1515,molar,136.24087231519857
Para_Comp_1583,P1583,molar,51.24799585336723
Dia_Comp_591,D591,molar,-26.972927455706774
Para_Comp_807,P807,molar,105.13962831096644
Para_Comp_879,P879,molar,217.49569333370337
Para_Comp_824,P824,molar,29.012069741662877
Para_Comp_712,P712,molar,157.03459848168822
Dia_Comp_896,D896,molar,-37.61954307878788
Para_Comp_1482,P1482,molar,16.78955943455999
Dia_Comp_348,D348,molar,-52.25187182396378
Dia_Comp_703,D703,molar,-35.22229780794002
Dia_Comp_1231,D1231,molar,-43.179149870780726
Para_Comp_178,P178,molar,70.64310511288261
Para_Comp_1377,P1377,molar,245.09584777199825
Para_Comp_284,P284,molar,520.1485607837683
Dia_Comp_1029,D1029,molar,-22.28859831839919
Para_Comp_1172,P1172,molar,268.6423546165276
Dia_Comp_431,D431,molar,-34.566957783913026
Para_Comp_223,P223,molar,116.27182470982471
Dia_Comp_1398,D1398,molar,-40.48797733838286
Dia_Comp_983,D983,molar,-46.96917731343327
Dia_Comp_436,D436,molar,-28.79344863220294
Dia_Comp_909,D909,molar,-33.67285010043036
Dia_Comp_1279,D1279,molar,-68.58283590541882
Para_Comp_203,P203,molar,134.22642525858936
Para_Comp_1306,P1306,molar,117.63896322055584
Para_Comp_175,P175,molar,224.3833173773563
Para_Comp_1110,P1110,molar,63.86948511733131
Dia_Comp_394,D394,molar,-42.846975489585354
Para_Comp_341,P341,molar,28.65106975256689
Para_Comp_952,P952,molar,19.25155388204054
Para_Comp_1242,P1242,molar,73.98153540061486
Para_Comp_732,P732,molar,18.3655023444855
Dia_Comp_791,D791,molar,-44.16767410722137
Dia_Comp_597,D597,molar,-32.35484806334999
Para_Comp_377,P377,molar,485.6199067842442
Para_Comp_1235,P1235,molar,53.528465392385506
Para_Comp_174,P174,molar,175.23817912356853
Dia_Comp_165,D165,molar,-31.23587073622835
Para_Comp_1330,P1330,molar,179.42437293553334
Para_Comp_914,P914,molar,91.57262084667511
Para_Comp_1541,P1541,molar,52.498416067656756
Para_Comp_445,P445,molar,115.50388584041342
Dia_Comp_1016,D1016,molar,-16.32466791262373
Para_Comp_462,P462,molar,281.3624405623603
Para_Comp_1554,P1554,molar,123.89425768050505
Dia_Comp_1295,D1295,molar,-52.50416661137157
Para_Comp_1207,P1207,molar,98.84637011365028
Para_Comp_376,P376,molar,86.08905442036205
Para_Comp_474,P474,molar,372.3632680378576
Dia_Comp_509,D509,molar,-34.72439262651223
Dia_Comp_534,D534,molar,-31.402261319142482
Dia_Comp_685,D685,molar,-80.80346597750861
Dia_Comp_826,D826,molar,-37.477623565189056
Para_Comp_6,P6,molar,17.271897620552323
Dia_Comp_1325,D1325,molar,-12.871853457477435
Dia_Comp_927,D927,molar,-39.92528015756714
Para_Comp_1035,P1035,molar,87.97206543277925
Para_Comp_1273,P1273,molar,14.684669468336093
Para_Comp_1184,P1184,molar,46.958127118260954
Levitator_Proxy_44,L44,molar,-345.5463590251278
Dia_Comp_937,D937,molar,-13.995079599912316
Para_Comp_303,P303,molar,261.7724469279904
Para_Comp_1028,P1028,molar,59.72717975851621
Para_Comp_536,P536,molar,271.28810971000394
Para_Comp_663,P663,molar,489.2369969827351
Para_Comp_370,P370,molar,46.94236428609288
Para_Comp_1037,P1037,molar,473.5790681233664
Para_Comp_99,P99,molar,159.39896442580263
Dia_Comp_107,D107,molar,-29.053416142230304
Dia_Comp_820,D820,molar,-28.55588682143088
Para_Comp_65,P65,molar,378.1821005034469
Dia_Comp_684,D684,molar,-35.92471144827238
Para_Comp_21,P21,molar,37.423678913397644
Para_Comp_346,P346,molar,242.18412204905704
Para_Comp_516,P516,molar,48.52870285819911
Para_Comp_1463,P1463,molar,41.780061118527925
Dia_Comp_659,D659,molar,-38.74560212594341
Dia_Comp_159,D159,molar,-30.98136422706952
Para_Comp_804,P804,molar,641.3387255792285
Para_Comp_901,P901,molar,155.52701934629636
Para_Comp_161,P161,molar,183.8525320844446
Para_Comp_427,P427,molar,156.56963751542762
Dia_Comp_1136,D1136,molar,-63.822549834601375
Para_Comp_1289,P1289,molar,52.286924096853525
Dia_Comp_689,D689,molar,-30.43444212478705
Para_Comp_1161,P1161,molar,598.5696550122677
Para_Comp_707,P707,molar,215.99872558549416
Dia_Comp_192,D192,molar,-36.85085589404166
Para_Comp_540,P540,molar,306.7117120234887
Para_Comp_1180,P1180,molar,31.06060562850452
Para_Comp_894,P894,molar,18.614302494485933
Para_Comp_449,P449,molar,53.420560144407666
Para_Comp_771,P771,molar,78.51548110394027
Dia_Comp_1070,D1070,molar,-32.91427722175475
Para_Comp_617,P617,molar,39.310789767246035
Para_Comp_849,P849,molar,105.15207965218848
Dia_Comp_21,D21,molar,-77.48125549172208
Para_Comp_1384,P1384,molar,173.87909134133497
Para_Comp_1226,P1226,molar,156.6688942395623
Dia_Comp_663,D663,molar,-59.93847200668266
Para_Comp_570,P570,molar,50.7878184995246
Levitator_Proxy_43,L43,molar,-303.9684555482476
Dia_Comp_1012,D1012,molar,-60.509603094480006
Dia_Comp_43,D43,molar,-42.332131394093324
Para_Comp_640,P640,molar,177.83442596192089
Para_Comp_211,P211,molar,260.049298016511
Para_Comp_828,P828,molar,16.897377265902843
Dia_Comp_618,D618,molar,-40.046597665486495
Dia_Comp_1306,D1306,molar,-57.011894272650295
Dia_Comp_1389,D1389,molar,-68.50510355048166
Dia_Comp_14,D14,molar,-55.28674522338942
Para_Comp_758,P758,molar,169.8540177276421
Dia_Comp_141,D141,molar,-54.49740928902173
Para_Comp_1292,P1292,molar,69.36823688480979
Dia_Comp_442,D442,molar,-42.5420318288098
Para_Comp_746,P746,molar,42.250357087660745
Dia_Comp_332,D332,molar,-70.87911098676688
Dia_Comp_1220,D1220,molar,-42.06914789526245
Dia_Comp_1192,D1192,molar,-24.866436065308257
Dia_Comp_743,D743,molar,-41.785748551202765
Para_Comp_994,P994,molar,28.137135874646344
Dia_Comp_1158,D1158,molar,-74.02724818685176
Dia_Comp_322,D322,molar,-45.397565996903104
Dia_Comp_1112,D1112,molar,-52.976836750114934
Para_Comp_1431,P1431,molar,337.70976938550854
Dia_Comp_8,D8,molar,-47.2905376749228
Dia_Comp_1085,D1085,molar,-67.3220185043811
Para_Comp_1507,P1507,molar,194.8124293050544
Para_Comp_13,P13,molar,164.61957982980883
Dia_Comp_164,D164,molar,-27.60622793106784
Para_Comp_250,P250,molar,56.36962422214877
Dia_Comp_147,D147,molar,-72.25088939051945
Para_Comp_1311,P1311,molar,109.40770642523454
Dia_Comp_560,D560,molar,-53.86289525701302
Dia_Comp_334,D334,molar,-39.52318241821099
Dia_Comp_275,D275,molar,-42.0717666306277
Para_Comp_383,P383,molar,86.80649043052969
Para_Comp_1396,P1396,molar,39.55718120010934
Para_Comp_302,P302,molar,146.34131916615485
Para_Comp_738,P738,molar,231.39901952576457
Dia_Comp_23,D23,molar,-45.30047736746053
Para_Comp_37,P37,molar,29.567171097057766
Dia_Comp_1076,D1076,molar,-29.235365388674968
Para_Comp_642,P642,molar,45.8046710974007
Dia_Comp_1355,D1355,molar,-47.53501820022939
Dia_Comp_840,D840,molar,-48.45161890936912
Para_Comp_1395,P1395,molar,52.39345923019953
Dia_Comp_812,D812,molar,-34.74281868671366
Para_Comp_817,P817,molar,49.02819160024481
Dia_Comp_1140,D1140,molar,-46.66154556416017
Para_Comp_637,P637,molar,373.92779777396595
Para_Comp_402,P402,molar,59.31356158432732
Dia_Comp_804,D804,molar,-38.54468719873
Para_Comp_220,P220,molar,73.87070469076826
Dia_Comp_602,D602,molar,-50.09875025219136
Para_Comp_680,P680,molar,74.47803938402978
Para_Comp_400,P400,molar,138.24913908305362
Para_Comp_459,P459,molar,43.22357943518609
Para_Comp_1537,P1537,molar,36.66497779884556
Para_Comp_1326,P1326,molar,58.77651011361137
Dia_Comp_13,D13,molar,-30.74111925815742
Dia_Comp_1088,D1088,molar,-7.045132179841552
Para_Comp_1499,P1499,molar,335.31287262608055
Levitator_Proxy_32,L32,molar,-280.39104658956353
Dia_Comp_247,D247,molar,-42.06969307952649
Dia_Comp_1150,D1150,molar,-32.296567717456135
Dia_Comp_729,D729,molar,-44.79813458750704
Dia_Comp_173,D173,molar,-20.11885748289561
Dia_Comp_1230,D1230,molar,-34.60303885533487
Dia_Comp_975,D975,molar,-43.39369666790683
Para_Comp_1498,P1498,molar,49.143577085662784
Para_Comp_670,P670,molar,37.483624064935725
Dia_Comp_600,D600,molar,-44.512992440066654
Para_Comp_1112,P1112,molar,137.93688860175445
Para_Comp_1458,P1458,molar,42.22870318328627
Para_Comp_942,P942,molar,538.1522353557409
Dia_Comp_1328,D1328,molar,-9.490853867281508
Para_Comp_394,P394,molar,72.5630764496515
Dia_Comp_344,D344,molar,-29.247440727622646
Dia_Comp_947,D947,molar,-25.433767502921064
Para_Comp_478,P478,molar,126.32776648318101
Para_Comp_453,P453,molar,84.06412784191761
Para_Comp_739,P739,molar,173.25749767516618
Para_Comp_1566,P1566,molar,22.27596670608896
Dia_Comp_259,D259,molar,-22.77232093686824
Dia_Comp_1282,D1282,molar,-42.73981733719089
Para_Comp_1170,P1170,molar,118.39321015574733
Para_Comp_452,P452,molar,36.89360487385736
Para_Comp_163,P163,molar,129.23840167025514
Para_Comp_510,P510,molar,27.7063655011389
Para_Comp_1315,P1315,molar,562.5166205089516
Dia_Comp_401,D401,molar,-41.046880686884776
Para_Comp_364,P364,molar,283.4879154227941
Para_Comp_1372,P1372,molar,41.20470098701937
Dia_Comp_529,D529,molar,-50.214125895340594
Dia_Comp_330,D330,molar,-35.47732882003642
Para_Comp_682,P682,molar,306.80162592941934
Dia_Comp_310,D310,molar,-13.834094993218855
Para_Comp_1594,P1594,molar,151.30285276223677
Dia_Comp_1047,D1047,molar,-47.850125633092716
Para_Comp_1113,P1113,molar,135.27775982546098
Dia_Comp_595,D595,molar,-62.366411349564586
Dia_Comp_517,D517,molar,-46.99603353652067
Para_Comp_165,P165,molar,45.7255243086211
Para_Comp_245,P245,molar,248.8059126020816
Dia_Comp_1222,D1222,molar,-34.61730500159308
Dia_Comp_1116,D1116,molar,-1.0
Dia_Comp_1128,D1128,molar,-49.38111819764601
Para_Comp_1008,P1008,molar,194.2855622631267
Dia_Comp_188,D188,molar,-49.13768753874021
Para_Comp_1508,P1508,molar,253.40773793943137
Para_Comp_770,P770,molar,532.0927923994468
Para_Comp_2,P2,molar,188.8159728046529
Dia_Comp_807,D807,molar,-54.81095707183671
Dia_Comp_42,D42,molar,-31.859127068341152
Dia_Comp_737,D737,molar,-33.735060446470285
Dia_Comp_1143,D1143,molar,-38.83790957592262
Dia_Comp_742,D742,molar,-37.10610698663762
Para_Comp_1568,P1568,molar,76.74508844143807
Dia_Comp_777,D777,molar,-43.21462039301147
Dia_Comp_857,D857,molar,-12.847878317648139
Dia_Comp_833,D833,molar,-45.45253740218304
Para_Comp_1517,P1517,molar,690.1119192096033
Dia_Comp_69,D69,molar,-46.22819192155373
Para_Comp_205,P205,molar,46.06738914093935
Para_Comp_543,P543,molar,12.602616495416061
Dia_Comp_355,D355,molar,-38.56750048501057
Para_Comp_1221,P1221,molar,259.82502579174536
Dia_Comp_504,D504,molar,-50.179193682431325
Dia_Comp_1173,D1173,molar,-52.556138629930246
Dia_Comp_907,D907,molar,-46.6388828535644
Para_Comp_613,P613,molar,77.84784425901387
Para_Comp_353,P353,molar,207.76624718440326
Para_Comp_581,P581,molar,375.9511024199306
Dia_Comp_265,D265,molar,-32.39569762121496
Dia_Comp_790,D790,molar,-49.14829681557098
Para_Comp_757,P757,molar,111.73381081526647
Para_Comp_1291,P1291,molar,92.49317128835229
Dia_Comp_314,D314,molar,-48.2839158737838
Para_Comp_32,P32,molar,148.81023509671527
Para_Comp_1032,P1032,molar,114.69495924667778
Dia_Comp_346,D346,molar,-49.7589727670271
Para_Comp_578,P578,molar,214.46911800104397
Para_Comp_910,P910,molar,165.47599955208076
Dia_Comp_184,D184,molar,-23.59456410680062
Dia_Comp_733,D733,molar,-55.91410716201623
Dia_Comp_603,D603,molar,-21.68571154846006
Para_Comp_776,P776,molar,58.22550262764484
Para_Comp_150,P150,molar,28.920774667270248
Para_Comp_623,P623,molar,22.721218976110855
Para_Comp_1165,P1165,molar,105.15826951007723
Para_Comp_762,P762,molar,94.12096438975853
Dia_Comp_215,D215,molar,-30.12176590065041
Para_Comp_176,P176,molar,169.2042227721517
Para_Comp_1494,P1494,molar,58.97480117800919
Para_Comp_1462,P1462,molar,24.338549617557234
Para_Comp_501,P501,molar,68.70637612250832
Dia_Comp_242,D242,molar,-48.732545288580894
Dia_Comp_943,D943,molar,-32.65870196267213
Para_Comp_16,P16,molar,268.79509363679443
Dia_Comp_563,D563,molar,-34.47009005505298
Para_Comp_1408,P1408,molar,61.80187152466088
Para_Comp_1225,P1225,molar,241.1337861674595
Para_Comp_242,P242,molar,100.10243596317241
Para_Comp_724,P724,molar,88.87322396201364
Dia_Comp_614,D614,molar,-33.466221177394246
Dia_Comp_805,D805,molar,-33.2536569129242
Para_Comp_231,P231,molar,220.97147938268043
Para_Comp_184,P184,molar,170.99233899765298
Para_Comp_1246,P1246,molar,265.47171022962846
Dia_Comp_295,D295,molar,-30.51210995610158
Para_Comp_1465,P1465,molar,779.8359505324087
Dia_Comp_647,D647,molar,-27.541605416326366
Para_Comp_1188,P1188,molar,258.35910317068533
Para_Comp_54,P54,molar,519.5811535330192
Bismuth,Bi,molar,-280.1
Dia_Comp_112,D112,molar,-42.40685776923175
Para_Comp_1357,P1357,molar,141.76862553493342
Dia_Comp_469,D469,molar,-29.868189518875987
Dia_Comp_654,D654,molar,-14.588322103388197
Dia_Comp_87,D87,molar,-44.852373062592925
Dia_Comp_1039,D1039,molar,-48.043818472914985
Para_Comp_1484,P1484,molar,57.259672243781566
Dia_Comp_351,D351,molar,-40.2507860118736
Para_Comp_616,P616,molar,180.48475248762014
Dia_Comp_1349,D1349,molar,-66.27190222401906
Para_Comp_305,P305,molar,82.4929092493148
Dia_Comp_1205,D1205,molar,-7.962063542471398
Para_Comp_869,P869,molar,48.2820183395162
Dia_Comp_366,D366,molar,-44.487816526631086
Dia_Comp_588,D588,molar,-37.10222450937493
Dia_Comp_56,D56,molar,-35.99791987185465
Dia_Comp_170,D170,molar,-28.349320454160754
Dia_Comp_538,D538,molar,-82.0859811751065
Para_Comp_1519,P1519,molar,343.7424394686919
Para_Comp_1149,P1149,molar,82.33916159670132
Para_Comp_1400,P1400,molar,10.320020660484165
Dia_Comp_1207,D1207,molar,-67.0815666243466
Para_Comp_527,P527,molar,86.17000184329147
Dia_Comp_185,D185,molar,-27.57705610552974
Dia_Comp_1326,D1326,molar,-41.46465105323642
Para_Comp_1231,P1231,molar,122.72979828609536
Dia_Comp_232,D232,molar,-50.67616692649734
Dia_Comp_1194,D1194,molar,-43.17361618966694
Para_Comp_580,P580,molar,108.10430490904464
Para_Comp_1198,P1198,molar,279.10867515775107
Para_Comp_648,P648,molar,44.26133843079011
Para_Comp_357,P357,molar,451.48772068083616
Para_Comp_545,P545,molar,382.2874328339034
Levitator_Proxy_26,L26,molar,-312.0286003524701
Para_Comp_435,P435,molar,71.26735754857623
Para_Comp_498,P498,molar,79.02522374434871
Para_Comp_795,P795,molar,570.102417916497
Para_Comp_1427,P1427,molar,828.268908629575
Dia_Comp_631,D631,molar,-29.158744489566338
Dia_Comp_1181,D1181,molar,-41.57684412202852
Dia_Comp_574,D574,molar,-64.88638159991926
Dia_Comp_768,D768,molar,-40.97828993090632
Para_Comp_25,P25,molar,76.62897230520475
Para_Comp_1582,P1582,molar,104.57339512056177
Dia_Comp_1303,D1303,molar,-55.51967681113613
Dia_Comp_608,D608,molar,-40.381918641698206
Dia_Comp_1276,D1276,molar,-19.112339799719667
Para_Comp_409,P409,molar,39.04726023152013
Para_Comp_1385,P1385,molar,293.31169491913056
Para_Comp_227,P227,molar,315.201296516124
Dia_Comp_723,D723,molar,-57.859771355405975
Para_Comp_652,P652,molar,352.92111322984164
Dia_Comp_986,D986,molar,-24.64309011452859
Para_Comp_1186,P1186,molar,63.1522380401243
Dia_Comp_878,D878,molar,-39.92825753557981
Dia_Comp_350,D350,molar,-54.8488168673143
Dia_Comp_1249,D1249,molar,-21.976884727430086
Para_Comp_1325,P1325,molar,173.50501951105997
Para_Comp_1542,P1542,molar,80.95903050713669
Para_Comp_755,P755,molar,249.64099176265583
Para_Comp_72,P72,molar,380.6464022942559
Para_Comp_316,P316,molar,286.279863005864
Para_Comp_252,P252,molar,130.10066377715458
Dia_Comp_349,D349,molar,-19.70721524481333
Para_Comp_826,P826,molar,132.56550448346542
Para_Comp_1109,P1109,molar,76.42089927529369
Para_Comp_1567,P1567,molar,77.2965332126894
Para_Comp_372,P372,molar,75.76798210181457
Levitator_Proxy_46,L46,molar,-305.152751821807
Para_Comp_430,P430,molar,334.8741964084651
Dia_Comp_1001,D1001,molar,-45.64099518136692
Para_Comp_378,P378,molar,182.8610360573266
Dia_Comp_548,D548,molar,-45.077877225120204
Para_Comp_1131,P1131,molar,135.47157801593647
Dia_Comp_308,D308,molar,-24.755093253319966
Dia_Comp_150,D150,molar,-37.9403571834938
Para_Comp_57,P57,molar,219.98549352674272
Dia_Comp_824,D824,molar,-40.148118221872984
Dia_Comp_1394,D1394,molar,-70.30303112401472
Dia_Comp_175,D175,molar,-44.94811508618622
Dia_Comp_1017,D1017,molar,-45.14159475293107
Dia_Comp_1155,D1155,molar,-58.923035390478354
Dia_Comp_453,D453,molar,-24.212757227048872
Para_Comp_385,P385,molar,52.60228442418828
Dia_Comp_421,D421,molar,-45.72692939091592
Dia_Comp_575,D575,molar,-45.90122429662314
Para_Comp_48,P48,molar,206.36331198635938
Dia_Comp_302,D302,molar,-25.44125589583966
Dia_Comp_388,D388,molar,-36.4538608476756
Dia_Comp_97,D97,molar,-1.0
Para_Comp_191,P191,molar,266.82037794897195
Dia_Comp_587,D587,molar,-25.391124259611125
Dia_Comp_1043,D1043,molar,-28.90654048638553
Dia_Comp_217,D217,molar,-67.95844984322386
Dia_Comp_1142,D1142,molar,-40.11831037160278
Dia_Comp_1258,D1258,molar,-54.022882654994056
Dia_Comp_464,D464,molar,-37.32942563965224
Dia_Comp_796,D796,molar,-56.60561215186275
Dia_Comp_547,D547,molar,-49.16561731392599
Dia_Comp_1281,D1281,molar,-57.245488752156724
Para_Comp_44,P44,molar,49.332100313132166
Para_Comp_695,P695,molar,102.47640224075421
Para_Comp_1545,P1545,molar,61.67720331261066
Dia_Comp_974,D974,molar,-43.870157202237685
Para_Comp_273,P273,molar,113.05503408430825
Para_Comp_1141,P1141,molar,189.08114737701695
Para_Comp_840,P840,molar,138.72597493159685
Para_Comp_1471,P1471,molar,135.05621451269357
Para_Comp_585,P585,molar,172.36086328704624
Dia_Comp_795,D795,molar,-38.96038488567353
Dia_Comp_1242,D1242,molar,-44.62665436578655
Para_Comp_867,P867,molar,239.77321877919405
Para_Comp_1076,P1076,molar,287.7540125550903
Para_Comp_1526,P1526,molar,60.6884933710192
Para_Comp_965,P965,molar,41.930382681962264
Para_Comp_455,P455,molar,158.33993664145152
Para_Comp_289,P289,molar,31.904790956059237
Para_Comp_1406,P1406,molar,92.68774617228364
Para_Comp_701,P701,molar,317.09017630924535
Para_Comp_98,P98,molar,420.0765008455879
Para_Comp_141,P141,molar,31.98386674065642
Para_Comp_269,P269,molar,374.7836629431276
Para_Comp_1591,P1591,molar,145.23419518605067
Dia_Comp_831,D831,molar,-17.147563770597632
Para_Comp_676,P676,molar,256.9636547285908
Dia_Comp_430,D430,molar,-40.3174938742027
Dia_Comp_611,D611,molar,-56.07538870310483
Para_Comp_1548,P1548,molar,41.57395748812874
Para_Comp_1285,P1285,molar,383.6996858172222
Para_Comp_923,P923,molar,52.98408659055949
Para_Comp_4,P4,molar,43.14456028647636
Para_Comp_985,P985,molar,12.499581164657918
Para_Comp_91,P91,molar,38.471841327747
Dia_Comp_702,D702,molar,-52.878113509336
Dia_Comp_494,D494,molar,-41.58477457646239
Dia_Comp_949,D949,molar,-39.72220149289164
Para_Comp_210,P210,molar,191.05218810012522
Para_Comp_439,P439,molar,285.0473071911943
Para_Comp_351,P351,molar,470.9914415189062
Para_Comp_999,P999,molar,289.1110501996688
Dia_Comp_1185,D1185,molar,-46.96576632346409
Para_Comp_767,P767,molar,430.4685897663888
Para_Comp_1387,P1387,molar,23.566477305477754
Dia_Comp_635,D635,molar,-52.28012700695431
Para_Comp_508,P508,molar,362.04907903746476
Dia_Comp_53,D53,molar,-7.661478407149623
Dia_Comp_536,D536,molar,-37.351410846006736
Dia_Comp_578,D578,molar,-30.181114474418575
Dia_Comp_1210,D1210,molar,-25.875035735437685
Para_Comp_336,P336,molar,57.263395491472906
Dia_Comp_582,D582,molar,-41.310994677440966
Dia_Comp_1200,D1200,molar,-44.78793613686126
Dia_Comp_801,D801,molar,-17.93417261787273
